companyName,industryField,positionName,jobNature,createTime,financeStage,companyLabelList,companySize,city,district,positionType,education,positionAdvantage,Salary,salaryMax,salaryMin,salaryAvg,workYear
环球易购,电子商务,高级测试工程师/专家,全职,2017-05-10 09:15:29,上市公司,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",2000人以上,深圳,南山区,开发/测试/运维类,本科,A股上市公司，实力雄厚,12k-20k,20,12,16.0,5-10年
会分期,移动互联网、金融,结算组长,全职,2017-05-10 09:15:27,成熟型(C轮),"['节日礼物', '股票期权', '带薪年假', '年度旅游']",150-500人,北京,海淀区,综合职能类,本科,"五险一金,平台稳定,节日福利",10k-20k,20,10,15.0,3-5年
乐易网络,"移动互联网,游戏",Java工程师,全职,2017-05-10 09:15:24,成长型(A轮),"['技术大牛', '高逼格环境', '两次年度旅游', '福利倍儿好']",150-500人,深圳,南山区,开发/测试/运维类,本科,"海外手游,鹅厂大神,高配团队",10k-20k,20,10,15.0,1-3年
悠扬互动,"移动互联网,游戏",产品经理,全职,2017-05-10 09:15:20,初创型(天使轮),"['节日礼物', '扁平管理', '管理规范', '帅哥多']",50-150人,北京,朝阳区,产品/需求/项目类,本科,六险一金+试用期全薪+年度境外游,10k-20k,20,10,15.0,1-3年
军朗广告,"企业服务,移动互联网",高级产品经理,全职,2017-05-10 09:15:20,初创型(未融资),[],15-50人,北京,朝阳区,产品/需求/项目类,本科,"氛围好,紧邻地铁,扁平管理",15k-25k,25,15,20.0,3-5年
友金所,金融,IT质量管理工程师,全职,2017-05-10 09:15:14,成熟型(不需要融资),"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",500-2000人,深圳,南山区,产品/需求/项目类,本科,公司发展前景好+薪酬福利优,10k-20k,20,10,15.0,3-5年
卓领通讯,移动互联网,美工,全职,2017-05-10 09:16:05,初创型(未融资),[],15-50人,上海,浦东新区,设计类,大专,"平台大,机会多,氛围好,同事友好",8k-16k,16,8,12.0,1-3年
帝联科技,移动互联网,音频、视频开发工程师,全职,2017-05-10 09:15:58,成熟型(D轮及以上),"['节日礼物', '技能培训', '带薪年假', '绩效奖金']",500-2000人,上海,普陀区,开发/测试/运维类,本科,"办公环境好,技术大咖多,晋升空间大,同事友好",15k-25k,25,15,20.0,3-5年
每金,O2O,平面设计、淘宝美工,全职,2017-05-10 09:15:52,成长型(不需要融资),"['绩效奖金', '带薪年假', '定期体检', '管理规范']",150-500人,广州,越秀区,设计类,大专,"美工,平面设计,淘宝,电商",6k-8k,8,6,7.0,1-3年
爱抢购,"移动互联网,O2O",商务经理,全职,2017-05-10 09:15:52,成长型(B轮),"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",150-500人,无锡,梁溪区,市场/商务/销售类,大专,"晋升快,氛围逗比",8k-10k,10,8,9.0,1-3年
乐富购,"电子商务,移动互联网",前台（美国上市公司+双休+下午茶）,全职,2017-05-10 09:15:37,上市公司,"['股票期权', '交通补助', '午餐补助', '美女多']",150-500人,深圳,南山区,综合职能类,大专,"双休,餐补,交通补贴,全勤奖",4k-6k,6,4,5.0,不限
冲动旅行,移动互联网,GO/Python/PHP/C/C+后端开发攻城狮,全职,2017-05-10 09:15:35,成长型(A轮),"['股票期权', '帅哥多', '五险一金']",150-500人,北京,海淀区,开发/测试/运维类,本科,"扁平化,领导棒,颜值高,年终N薪",18k-28k,28,18,23.0,1-3年
博瑞游戏,游戏,系统策划,全职,2017-05-10 09:15:34,上市公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",150-500人,北京,海淀区,产品/需求/项目类,大专,"项目奖金,五险一金,节日福利,餐补",8k-15k,15,8,11.5,1-3年
环球易购,电子商务,户外运动产品高级采购,全职,2017-05-10 09:15:29,上市公司,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",2000人以上,深圳,南山区,市场/商务/销售类,大专,五险一金，带薪休假 ，绩效奖金丰厚,6k-12k,12,6,9.0,不限
瀚德金控,金融,创客（孵化器）平台运营经理-HDCK,全职,2017-05-10 09:15:26,成长型(不需要融资),"['绩效奖金', '午餐补助', '定期体检', '带薪年假']",150-500人,深圳,南山区,运营/编辑/客服,本科,"股票期权,绩效奖金,带薪年假,领导好",10k-20k,20,10,15.0,3-5年
圣卡斯,电子商务,英文翻译,全职,2017-05-10 09:15:25,成长型(不需要融资),[],150-500人,成都,锦江区,其他,本科,"平台大,氛围好,提升快",3k-5k,5,3,4.0,不限
会分期,移动互联网、金融,结算专员,全职,2017-05-10 09:15:23,成熟型(C轮),"['节日礼物', '股票期权', '带薪年假', '年度旅游']",150-500人,北京,海淀区,综合职能类,本科,"五险一金,平台稳定,节日福利",6k-10k,10,6,8.0,1-3年
悠扬互动,"移动互联网,游戏",游戏美术,全职,2017-05-10 09:15:20,初创型(天使轮),"['节日礼物', '扁平管理', '管理规范', '帅哥多']",50-150人,北京,朝阳区,设计类,大专,技术大牛+扁平化管理+年度境外游,8k-16k,16,8,12.0,1-3年
友金所,金融,出纳,全职,2017-05-10 09:15:14,成熟型(不需要融资),"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",500-2000人,深圳,南山区,综合职能类,本科,发展前景好+薪酬福利丰富+办公环境舒适,5k-8k,8,5,6.5,1-3年
广州乐庚,移动互联网,嵌入式开发工程师,全职,2017-05-10 09:15:12,成长型(不需要融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",50-150人,广州,萝岗区,开发/测试/运维类,大专,年终奖，五险一金，周末双休，餐补，旅游,5k-10k,10,5,7.5,1-3年
格格家,移动互联网,水果采购,全职,2017-05-10 09:15:09,成长型(A轮),"['团队氛围好', '同事颜值高', '发展迅速', '岗位晋升']",150-500人,上海,闵行区,市场/商务/销售类,大专,"生日福利,提供住宿",7k-8k,8,7,7.5,1-3年
帝联科技,移动互联网,Python开发工程师,全职,2017-05-10 09:15:58,成熟型(D轮及以上),"['节日礼物', '技能培训', '带薪年假', '绩效奖金']",500-2000人,上海,普陀区,开发/测试/运维类,本科,"办公环境好,技术大咖多,晋升空间大,同事友好",10k-16k,16,10,13.0,1-3年
每金,O2O,平面设计师,全职,2017-05-10 09:15:52,成长型(不需要融资),"['绩效奖金', '带薪年假', '定期体检', '管理规范']",150-500人,广州,越秀区,设计类,大专,"平面设计,电商,淘宝",6k-8k,8,6,7.0,1-3年
爱抢购,"移动互联网,O2O",商务渠道,全职,2017-05-10 09:15:52,成长型(B轮),"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",150-500人,无锡,梁溪区,市场/商务/销售类,大专,"晋升,氛围逗比",6k-8k,8,6,7.0,1-3年
乐富购,"电子商务,移动互联网",人力资源经理,全职,2017-05-10 09:15:37,上市公司,"['股票期权', '交通补助', '午餐补助', '美女多']",150-500人,深圳,龙岗区,综合职能类,本科,"双休,下午茶,餐补,交通补贴",10k-15k,15,10,12.5,5-10年
冲动旅行,移动互联网,薪酬绩效主管,全职,2017-05-10 09:15:35,成长型(A轮),"['股票期权', '帅哥多', '五险一金']",150-500人,北京,海淀区,综合职能类,本科,"扁平化,颜值高,领导赞,薪资高",8k-10k,10,8,9.0,3-5年
博瑞游戏,游戏,3D模型制作：宣传类，海报模型制作,全职,2017-05-10 09:15:33,上市公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",150-500人,北京,海淀区,设计类,大专,"项目奖金,五险一金,餐补,节日福利",18k-20k,20,18,19.0,1-3年
环球易购,电子商务,安防产品开发/运营,全职,2017-05-10 09:15:29,上市公司,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",2000人以上,深圳,南山区,运营/编辑/客服,不限,国内跨境电商龙头企业，发展前景好,5k-10k,10,5,7.5,3-5年
瀚德金控,金融,固定收益投资经理岗-JCL广州,全职,2017-05-10 09:15:23,成长型(不需要融资),"['绩效奖金', '午餐补助', '定期体检', '带薪年假']",150-500人,广州,越秀区,产品/需求/项目类,硕士,绩效奖金、带薪年假、五险一金、发展空间大,20k-25k,25,20,22.5,3-5年
会分期,移动互联网、金融,在线客服,全职,2017-05-10 09:15:21,成熟型(C轮),"['节日礼物', '股票期权', '带薪年假', '年度旅游']",150-500人,北京,海淀区,运营/编辑/客服,大专,"五险一金,公司旅游,节日福利,地铁沿线",4k-8k,8,4,6.0,1-3年
悠扬互动,"移动互联网,游戏",逆向开发实习生,实习,2017-05-10 09:15:20,初创型(天使轮),"['节日礼物', '扁平管理', '管理规范', '帅哥多']",50-150人,北京,朝阳区,开发/测试/运维类,本科,技术大牛+年轻团队+零食饮料免费提供,2k-4k,4,2,3.0,应届毕业生
友金所,金融,资金清算专员,全职,2017-05-10 09:15:14,成熟型(不需要融资),"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",500-2000人,深圳,南山区,金融类,本科,发展前景好+薪酬福利丰富+办公环境舒适,6k-12k,12,6,9.0,1-3年
格格家,移动互联网,客服文员,全职,2017-05-10 09:15:09,成长型(A轮),"['团队氛围好', '同事颜值高', '发展迅速', '岗位晋升']",150-500人,上海,闵行区,综合职能类,不限,"生日福利,提供住宿",4k-5k,5,4,4.5,1-3年
广州乐庚,移动互联网,JAVA工程师,全职,2017-05-10 09:15:09,成长型(不需要融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",50-150人,广州,萝岗区,开发/测试/运维类,大专,JAVA,3k-5k,5,3,4.0,不限
超空科技,"移动互联网,医疗健康",市场总监,全职,2017-05-10 09:15:01,初创型(未融资),[],15-50人,北京,None,市场/商务/销售类,本科,人才引进、带薪假期、高分红奖励,6K-12K,12,6,9.0,3-5年
易快报,"移动互联网,企业服务",JAVA工程师,全职,2017-05-10 09:15:00,成长型(A轮),"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",50-150人,北京,海淀区,开发/测试/运维类,本科,"福利好,期权激励,氛围好",15k-30k,30,15,22.5,3-5年
爱抢购,"移动互联网,O2O",大客户经理,全职,2017-05-10 09:15:52,成长型(B轮),"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",150-500人,西安,未央区,市场/商务/销售类,大专,"上市公司,薪水高,福利高,成长空间巨",5k-10k,10,5,7.5,应届毕业生
博瑞游戏,游戏,手游3D特效设计师,全职,2017-05-10 09:15:32,上市公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",150-500人,北京,海淀区,设计类,大专,"项目奖金,节日福利,餐补,五险一金",15k-20k,20,15,17.5,3-5年
环球易购,电子商务,摄影器产品开发/运营,全职,2017-05-10 09:15:29,上市公司,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",2000人以上,深圳,南山区,市场/商务/销售类,不限,国内跨境电商龙头企业，发展前景好,5k-10k,10,5,7.5,3-5年
悠扬互动,"移动互联网,游戏",高级python开发工程师,全职,2017-05-10 09:15:20,初创型(天使轮),"['节日礼物', '扁平管理', '管理规范', '帅哥多']",50-150人,北京,朝阳区,开发/测试/运维类,本科,入职六险一金+技术大牛+境外游+nice环境,25k-30k,30,25,27.5,3-5年
友金所,金融,电话销售,全职,2017-05-10 09:15:14,成熟型(不需要融资),"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",500-2000人,深圳,南山区,市场/商务/销售类,大专,发展前景好+薪酬福利丰富+办公环境舒适,5k-10k,10,5,7.5,1-3年
格格家,移动互联网,客服,全职,2017-05-10 09:15:09,成长型(A轮),"['团队氛围好', '同事颜值高', '发展迅速', '岗位晋升']",150-500人,上海,闵行区,运营/编辑/客服,不限,"生日福利,提供住宿",4k-5k,5,4,4.5,1-3年
广州乐庚,移动互联网,流媒体开发工程师,全职,2017-05-10 09:15:06,成长型(不需要融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",50-150人,广州,萝岗区,开发/测试/运维类,大专,年终奖，五险一金，周末双休，餐补，旅游,4k-6k,6,4,5.0,不限
十里路,移动互联网,UI设计师,全职,2017-05-10 09:15:00,初创型(天使轮),"['技能培训', '岗位晋升', '扁平管理', '弹性工作']",15-50人,武汉,洪山区,设计类,大专,前景广阔,4k-7k,7,4,5.5,3-5年
易快报,"移动互联网,企业服务",销售总监（华南区-深圳）,全职,2017-05-10 09:14:59,成长型(A轮),"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",50-150人,深圳,南山区,市场/商务/销售类,本科,"期权激励,上升空间大,工作氛围好",15k-30k,30,15,22.5,5-10年
奇步互动,移动互联网,web前端实习生,实习,2017-05-10 09:14:54,初创型(未融资),"['绩效奖金', '领先移动产品', '弹性工作', '前景广阔']",15-50人,北京,朝阳区,开发/测试/运维类,本科,"学习空间大,大牛辅导,绩效奖金,前景广阔",4k-8k,8,4,6.0,不限
首证投顾,金融,平面设计,全职,2017-05-10 09:14:51,成长型(不需要融资),[],150-500人,北京,None,设计类,大专,美女如云,6k-8k,8,6,7.0,1-3年
爱智游,"教育,游戏",文案编辑,全职,2017-05-10 09:14:49,初创型(未融资),"['节日礼物', '专项奖金', '带薪年假', '绩效奖金']",15-50人,成都,高新区,运营/编辑/客服,大专,"晋升空间大,朝九晚六,周末双休,福利好",3k-6k,6,3,4.5,1-3年
青葡萄科技,移动互联网,售前工程师（北京）,全职,2017-05-10 09:14:48,初创型(未融资),"['年底双薪', '绩效奖金', '午餐补助', '带薪年假']",150-500人,北京,东城区,开发/测试/运维类,大专,"发展空间大,薪资待遇高",6k-9k,9,6,7.5,1-3年
上海网萌,"电子商务,企业服务",文案策划,全职,2017-05-10 09:14:43,成长型(A轮),"['股票期权', '年终分红', '绩效奖金', '带薪年假']",500-2000人,上海,浦东新区,运营/编辑/客服,大专,"发展大,福利好,氛围轻松,机会多",4k-8k,8,4,6.0,1-3年
乐易网络,"移动互联网,游戏",前端开发,全职,2017-05-10 09:14:41,成长型(A轮),"['技术大牛', '高逼格环境', '两次年度旅游', '福利倍儿好']",150-500人,深圳,南山区,开发/测试/运维类,本科,"海外手游,鹅厂大神,高配团队",10k-20k,20,10,15.0,1-3年
格格家,移动互联网,客服,全职,2017-05-10 09:15:09,成长型(A轮),"['团队氛围好', '同事颜值高', '发展迅速', '岗位晋升']",150-500人,泉州,晋江市,运营/编辑/客服,不限,住宿,4k-5k,5,4,4.5,不限
广州乐庚,移动互联网,流媒体,全职,2017-05-10 09:15:05,成长型(不需要融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",50-150人,广州,萝岗区,开发/测试/运维类,大专,年终奖，五险一金，周末双休，餐补，旅游,4k-6k,6,4,5.0,不限
易快报,"移动互联网,企业服务",实施顾问,全职,2017-05-10 09:14:59,成长型(A轮),"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",50-150人,北京,海淀区,市场/商务/销售类,本科,"成长空间大,工作氛围好,期权激励",8k-16k,16,8,12.0,1-3年
十里路,移动互联网,PHP工程师,全职,2017-05-10 09:14:56,初创型(天使轮),"['技能培训', '岗位晋升', '扁平管理', '弹性工作']",15-50人,武汉,洪山区,技术,大专,空间广,7k-10k,10,7,8.5,3-5年
青葡萄科技,移动互联网,linux软件开发工程师,全职,2017-05-10 09:14:45,初创型(未融资),"['年底双薪', '绩效奖金', '午餐补助', '带薪年假']",150-500人,深圳,南山区,开发/测试/运维类,本科,广阔的发展,10k-15k,15,10,12.5,1-3年
上海网萌,"电子商务,企业服务",客服主管/经理,全职,2017-05-10 09:14:42,成长型(A轮),"['股票期权', '年终分红', '绩效奖金', '带薪年假']",500-2000人,上海,浦东新区,运营/编辑/客服,大专,"包吃,提供住宿,五险一金,股权激励",6k-12k,12,6,9.0,3-5年
爱智游,"教育,游戏",高级项目经理,全职,2017-05-10 09:14:34,初创型(未融资),"['节日礼物', '专项奖金', '带薪年假', '绩效奖金']",15-50人,成都,高新区,产品/需求/项目类,本科,"股权奖励,年终分红,晋升空间大",10k-18k,18,10,14.0,3-5年
北京星亮科技,"广告营销,移动互联网",新媒体运营,全职,2017-05-10 09:14:34,初创型(不需要融资),[],少于15人,北京,None,运营/编辑/客服,本科,"平台大,发展迅速",5k-8k,8,5,6.5,不限
泽金金服,"移动互联网,金融",会计,全职,2017-05-10 09:14:26,成长型(A轮),"['年底双薪', '扁平管理', '弹性工作', '领导好']",15-50人,深圳,南山区,综合职能类,本科,"七险一金,员工福利,活动丰富,boss好",5k-10k,10,5,7.5,3-5年
创享学院,移动互联网,初级产品经理,全职,2017-05-10 09:14:26,初创型(未融资),[],15-50人,武汉,东湖新技术开发区,产品,本科,"待遇高,周末双休,年终奖,绩效奖金",5k-7k,7,5,6.0,3-5年
弘历软件,金融,销售主管,全职,2017-05-10 09:14:26,成熟型(不需要融资),"['专项奖金', '绩效奖金', '年终分红', '带薪年假']",500-2000人,南京,None,市场/商务/销售类,大专,"五险一金,免费住宿,周末双休,高薪提成",5k-9k,9,5,7.0,不限
有鱼金融科技,"移动互联网,金融",市场推广专员（徐汇）,全职,2017-05-10 09:14:23,成长型(B轮),"['股票期权', '年底双薪', '五险一金', '带薪年假']",500-2000人,上海,徐汇区,市场/商务/销售类,大专,轻松工作氛围，扁平化管理，高薪资,4k-8k,8,4,6.0,应届毕业生
龙旗,其他,JAVA开发,全职,2017-05-10 09:14:21,上市公司,[],2000人以上,上海,徐汇区,开发/测试/运维类,本科,平台好 牛人多,10k-18k,18,10,14.0,1-3年
传化物流集团,"移动互联网,金融",web前端工程师【数据大屏方向】,全职,2017-05-10 09:14:20,上市公司,"['行业爆炸', '扁平管理', '“家”文化', '牛人团队']",2000人以上,杭州,萧山区,开发/测试/运维类,大专,"上市企业,500强,薪资待遇好,长腿汉子多",12k-24k,24,12,18.0,3-5年
瑞得天成,文化娱乐,媒介执行,全职,2017-05-10 09:14:18,初创型(未融资),"['专项奖金', '带薪年假', '年度旅游', '弹性工作']",50-150人,北京,朝阳区,市场/商务/销售类,大专,"双休,五险一金,下午茶,团建",4k-6k,6,4,5.0,不限
易快报,"移动互联网,企业服务",JAVA实习生-南昌,全职,2017-05-10 09:14:59,成长型(A轮),"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",50-150人,南昌,青山湖区,开发/测试/运维类,本科,"成长空间大,福利待遇好,工作氛围好",1k-2k,2,1,1.5,应届毕业生
十里路,移动互联网,Nodejs 后端开发工程师,全职,2017-05-10 09:14:54,初创型(天使轮),"['技能培训', '岗位晋升', '扁平管理', '弹性工作']",15-50人,武汉,东湖新技术开发区,开发/测试/运维类,不限,前景广阔,7k-10k,10,7,8.5,不限
青葡萄科技,移动互联网,人事行政主管,全职,2017-05-10 09:14:44,初创型(未融资),"['年底双薪', '绩效奖金', '午餐补助', '带薪年假']",150-500人,深圳,南山区,综合职能类,本科,"发展空间大,薪资待遇高",6k-8k,8,6,7.0,3-5年
上海网萌,"电子商务,企业服务",运营推广,全职,2017-05-10 09:14:41,成长型(A轮),"['股票期权', '年终分红', '绩效奖金', '带薪年假']",500-2000人,上海,浦东新区,运营/编辑/客服,大专,"包吃,五险一金,股权激励",5k-10k,10,5,7.5,1-3年
泽金金服,"移动互联网,金融",高级解决方案经理（供应链金融业务）,全职,2017-05-10 09:14:26,成长型(A轮),"['年底双薪', '扁平管理', '弹性工作', '领导好']",15-50人,深圳,南山区,市场/商务/销售类,本科,"弹性工作制,七险一金,扁平管理,发展前景好",20k-40k,40,20,30.0,3-5年
创享学院,移动互联网,运营实习生,实习,2017-05-10 09:14:25,初创型(未融资),[],15-50人,武汉,东湖新技术开发区,运营/编辑/客服,大专,实习生,2k-4k,4,2,3.0,不限
有鱼金融科技,"移动互联网,金融",产品经理（徐汇）,全职,2017-05-10 09:14:23,成长型(B轮),"['股票期权', '年底双薪', '五险一金', '带薪年假']",500-2000人,上海,徐汇区,产品/需求/项目类,本科,"弹性时间,团队和谐,扁平管理,绩效奖金",15k-30k,30,15,22.5,1-3年
龙旗,其他,硬件总监-for小米儿童智能产品(J10339),全职,2017-05-10 09:14:21,上市公司,[],2000人以上,上海,徐汇区,开发/测试/运维类,本科,公司大 平台好,20k-30k,30,20,25.0,5-10年
爱智游,"教育,游戏",技术总监,全职,2017-05-10 09:14:18,初创型(未融资),"['节日礼物', '专项奖金', '带薪年假', '绩效奖金']",15-50人,成都,高新区,开发/测试/运维类,本科,"新项目,骨干人才",15k-25k,25,15,20.0,5-10年
传化物流集团,"移动互联网,金融",数据挖掘工程师,全职,2017-05-10 09:14:18,上市公司,"['行业爆炸', '扁平管理', '“家”文化', '牛人团队']",2000人以上,杭州,萧山区,开发/测试/运维类,大专,"上市企业,500强,薪资待遇好",12k-24k,24,12,18.0,3-5年
乐易网络,"移动互联网,游戏",Android,全职,2017-05-10 09:14:17,成长型(A轮),"['技术大牛', '高逼格环境', '两次年度旅游', '福利倍儿好']",150-500人,深圳,南山区,开发/测试/运维类,本科,"海外手游,鹅厂大神,高配团队",8k-16k,16,8,12.0,应届毕业生
前缀网络,"移动互联网,社交网络",新媒体运营专员,全职,2017-05-10 09:14:15,成长型(A轮),"['技能培训', '股票期权', '带薪年假', '绩效奖金']",15-50人,杭州,滨江区,运营/编辑/客服,大专,"五险一金,餐饮补贴,周末双休,年终奖金",6k-10k,10,6,8.0,1-3年
瑞得天成,文化娱乐,销售经理,全职,2017-05-10 09:14:15,初创型(未融资),"['专项奖金', '带薪年假', '年度旅游', '弹性工作']",50-150人,北京,朝阳区,市场/商务/销售类,大专,"双休,提成,五险一金,团建",10k-15k,15,10,12.5,3-5年
